rating,date,title,branch,neg,neu,pos
5,2018-08-02,Truly breathtaking,Florida,0,0,1
5,2018-08-02,Lots do do even if it storms,Florida,0,0,1
5,2018-08-02,The kids loved it,Florida,0,0,1
5,2018-08-02,Great place!!,Florida,0,0,1
5,2018-08-01,Great Family Day - But get there early !,Florida,0,0,1
5,2018-08-01,So Much Fun!,Florida,0,0,1
5,2018-08-01,Express Pass is Highly Recommend,Florida,0,0,1
5,2018-08-01,Hot,Florida,0,1,0
5,2018-08-01,Loads of family fun!!!,Florida,0,0,1
5,2018-08-01,So fun!! Harry Potter Fanatics UNITE!!,Florida,0,0,1
4,2018-08-01,Pricey but fun!,Florida,0,0,1
5,2018-08-01,"Great Rides, Great Fun!",Florida,0,0,1
5,2018-08-01,Great fun for young and not so young,Florida,0,0,1
4,2018-07-31,Great fun! Good interactive adventure,Florida,0,0,1
5,2018-07-31,Loved it!!!,Florida,0,0,1
4,2018-07-31,Pretty good,Florida,0,0,1
5,2018-07-31,Every kids dream,Florida,0,1,0
5,2018-07-31,AWESOME park! Fun for the entire family.,Florida,0,0,1
4,2018-07-31,fun and not too packed,Florida,0,0,1
1,2018-07-30,Fast and Furious and Fear factor,Florida,1,0,0
3,2018-07-30,Fun place but a bit hot,Florida,0,0,1
4,2018-07-30,One of the best parks visited,Florida,0,0,1
5,2018-07-30,Best time ever,Florida,0,0,1
5,2018-07-30,The best vacation!!,Florida,0,0,1
4,2018-07-30,Great but dizzying for me,Florida,0,0,1
1,2018-07-30,Fast and Furious Ride......Don't Waste Your Time Waiting!!!!,Florida,1,0,0
4,2018-07-30,Good Time,Florida,0,0,1
5,2018-07-30,Best time,Florida,0,0,1
5,2018-07-30,Great vacation time with Spouse,Florida,0,0,1
5,2018-07-30,A wonderful day out,Florida,0,0,1
4,2018-07-30,Really good,Florida,0,0,1
5,2018-07-30,Amazing parks,Florida,0,0,1
5,2018-07-30,Kids enjoyed Universal way more now that they're getting older,Florida,0,1,0
5,2018-07-30,Universal is winning the park battle!,Florida,0,0,1
5,2018-07-30,Love these parks,Florida,0,0,1
4,2018-07-30,Better than it's neighbors,Florida,0,0,1
5,2018-07-30,I love this place,Florida,0,0,1
3,2018-07-30,Enjoyed some of the rides but won’t be back,Florida,0,1,0
4,2018-07-30,Great park - many great rides - one terrible...,Florida,0,0,1
5,2018-07-30,Much better than CA,Florida,0,0,1
5,2018-07-30,Beyond what I could have imagined ! Outstanding accessibility!,Florida,0,0,1
3,2018-07-30,Summer vacation,Florida,0,0,1
5,2018-07-29,Love the superstar parade!,Florida,0,0,1
5,2018-07-29,Awesome Stay!!,Florida,0,0,1
5,2018-07-29,Birthday bash,Florida,0,0,1
5,2018-07-29,Best trip ever,Florida,0,0,1
5,2018-07-29,Great Day and Very Helpful Staff,Florida,0,0,1
2,2018-07-29,"Overpriced, dangerously crowded",Florida,0,0,1
1,2018-07-29,This Place will ALWAYS be second to Disney World,Florida,1,0,0
4,2018-07-29,Holiday 2018,Florida,0,0,1
5,2018-07-29,Universally Supercharged,Florida,0,0,1
4,2018-07-29,Fun park- prepare for lots of motion!,Florida,0,0,1
3,2018-07-29,Bit annoyed / disappointed,Florida,0,0,1
5,2018-07-29,"Universal Studios, Orlando, Florida",Florida,0,0,1
4,2018-07-29,Best theme park,Florida,0,0,1
1,2018-07-29,Horrible ride jesus! Do not ride Fast and furious!,Florida,1,0,0
5,2018-07-29,Our all time favourite park!,Florida,0,0,1
2,2018-07-29,Steep decline in attractions and service,Florida,1,0,0
5,2018-07-28,Birthday celebration,Florida,0,0,1
1,2018-07-28,City Walk is a tired bore,Florida,0,0,1
5,2018-07-28,Amazing,Florida,0,0,1
4,2018-07-28,McTaggart Family 2018,Florida,0,1,0
2,2018-07-28,Disney vs. Universal,Florida,0,0,1
5,2018-07-28,Amazing as always!,Florida,0,0,1
5,2018-07-28,Great for all,Florida,0,0,1
5,2018-07-28,Universally recommended,Florida,0,0,1
5,2018-07-28,"OMG, This just gets better and better",Florida,0,0,1
5,2018-07-28,Great 4D Ride,Florida,0,0,1
5,2018-07-28,Summer Vacation 2018,Florida,0,0,1
5,2018-07-28,Great day out. Get Express Pass!,Florida,0,0,1
5,2018-07-27,Good experience,Florida,0,0,1
5,2018-07-27,Loved the Jimmy Fallon ride,Florida,0,0,1
5,2018-07-27,Grown Up fun,Florida,0,1,0
5,2018-07-27,Excellent Day Out,Florida,0,0,1
5,2018-07-27,Amazing trip with the kids!,Florida,0,0,1
5,2018-07-27,Great day out,Florida,0,0,1
4,2018-07-27,Great all around,Florida,0,0,1
5,2018-07-27,Third time around and still fun!,Florida,1,0,0
5,2018-07-27,1st family visit,Florida,0,0,1
5,2018-07-27,One of the Best holidays i have ever been on Universal orlando,Florida,0,0,1
2,2018-07-26,Not impressed!!,Florida,0,0,1
4,2018-07-26,Fun times... but the rain :(,Florida,0,1,0
5,2018-07-26,Well worth the trip,Florida,0,0,1
5,2018-07-26,Great Fun!,Florida,0,0,1
3,2018-07-26,Fun time but.....,Florida,0,0,1
5,2018-07-26,Loved it !!,Florida,0,0,1
5,2018-07-26,So much fun,Florida,0,0,1
5,2018-07-26,Another visit to the adult playground,Florida,0,0,1
1,2018-07-26,F&F Supercharged is horrible.,Florida,0,0,1
5,2018-07-26,Awesome.,Florida,0,0,1
5,2018-07-26,Wonderful place,Florida,0,0,1
1,2018-07-25,Virtual Reality out of Control,Florida,0,0,1
5,2018-07-25,Express passes a must,Florida,0,0,1
5,2018-07-25,Worth a day here,Florida,0,0,1
5,2018-07-25,"Loved it, hope to go back soon.",Florida,0,0,1
3,2018-07-25,Very pricey,Florida,1,0,0
5,2018-07-25,So much fun for family and my son loves it!,Florida,0,0,1
5,2018-07-25,First time,Florida,0,0,1
3,2018-07-24,WRING TIME OF YEAR TO GO!,Florida,0,1,0
3,2018-07-24,For the most part it was great,Florida,0,1,0
5,2018-07-24,"Great Park, great rides, expensive food",Florida,0,1,0
5,2018-07-24,Summer vacations,Florida,0,0,1
4,2018-07-24,We loved!!,Florida,0,0,1
3,2018-07-24,"Very long waiting lines. The technology is VERY POOR for 2018, bad quality and not well made.",Florida,0,1,0
4,2018-07-24,Its fun but aging!,Florida,0,0,1
5,2018-07-24,Great time,Florida,0,0,1
4,2018-07-24,Fun place to visit!,Florida,0,0,1
4,2018-07-24,Universal,Florida,1,0,0
5,2018-07-24,Fantastic!,Florida,0,0,1
5,2018-07-24,Unparalleled fun,Florida,0,0,1
5,2018-07-24,Best day out!,Florida,0,0,1
4,2018-07-23,1st time to Universal Studios!!,Florida,0,0,1
4,2018-07-23,Just great,Florida,0,0,1
5,2018-07-23,First trip here... it was great!!,Florida,0,0,1
3,2018-07-23,Fun but so expensive!,Florida,0,0,1
5,2018-07-23,Universal here we come,Florida,0,0,1
5,2018-07-23,Fun Time,Florida,0,0,1
5,2018-07-23,Great park,Florida,0,0,1
5,2018-07-23,Happy teen/Happy family!,Florida,0,0,1
4,2018-07-23,Prefer Disney,Florida,0,0,1
3,2018-07-23,"Great rides, obscenely expensive",Florida,0,0,1
2,2018-07-23,Mother daughter,Florida,0,1,0
4,2018-07-23,I go back because it's fun!,Florida,0,1,0
5,2018-07-23,Fabulously friendly Universal Studios,Florida,0,0,1
5,2018-07-23,Definitely worth the experience - use single rider if you are able to,Florida,0,0,1
3,2018-07-23,Not worth the price,Florida,0,1,0
5,2018-07-23,Never disappoints!,Florida,0,0,1
1,2018-07-23,Not much value,Florida,1,0,0
4,2018-07-22,Fun show/ride with adult and child humour,Florida,0,0,1
4,2018-07-22,A reminder of my youth,Florida,0,0,1
4,2018-07-22,Worth the wait and enjoyed the ride,Florida,0,0,1
5,2018-07-22,"My son had one word for this ride - ""EPIC""",Florida,0,0,1
5,2018-07-22,Amazing,Florida,0,0,1
5,2018-07-22,A fun Roller Coaster type ride- great for the Potter fan,Florida,0,0,1
5,2018-07-22,Best park to visit in Florida,Florida,0,0,1
1,2018-07-22,value not there!,Florida,0,1,0
3,2018-07-22,Good for roller coasters,Florida,0,0,1
5,2018-07-22,Fun for the whole family,Florida,0,0,1
5,2018-07-22,Dos and Donts,Florida,0,0,1
5,2018-07-22,Family Day Out!,Florida,0,0,1
5,2018-07-22,Not a better person place to play.,Florida,0,1,0
5,2018-07-22,Wow - just wow!,Florida,0,0,1
5,2018-07-22,Awsome,Florida,0,0,1
5,2018-07-22,Fun for all ages,Florida,0,0,1
5,2018-07-22,Exellant resort although expensive to get in to.,Florida,0,0,1
5,2018-07-21,Nothing but fun!,Florida,0,0,1
5,2018-07-21,Had a blast!,Florida,0,0,1
5,2018-07-21,A Fun Trip,Florida,0,0,1
5,2018-07-21,A tactical approach is required,Florida,0,0,1
4,2018-07-21,Great Family Vacation,Florida,0,0,1
5,2018-07-21,2 Skips & 2 Surprises,Florida,0,0,1
4,2018-07-21,Great park; not for a thrill seeker,Florida,0,0,1
4,2018-07-21,Fun.,Florida,0,0,1
5,2018-07-21,Loved it!,Florida,0,0,1
5,2018-07-21,Love it!,Florida,0,0,1
5,2018-07-21,Great visit!,Florida,0,1,0
5,2018-07-21,A day out like no other !,Florida,0,0,1
3,2018-07-21,My last time,Florida,0,1,0
5,2018-07-21,Fun time,Florida,0,0,1
5,2018-07-21,Fun and exciting!,Florida,0,0,1
5,2018-07-20,Great Time at Universal Studios,Florida,0,0,1
5,2018-07-20,Amazing!,Florida,0,0,1
5,2018-07-20,Feel like a child.,Florida,0,0,1
4,2018-07-20,Good but too many rides down,Florida,0,1,0
5,2018-07-20,Always a Good Time!,Florida,0,0,1
5,2018-07-20,Family holiday,Florida,0,0,1
5,2018-07-20,Universal Studios and Islands of Adventure,Florida,0,0,1
5,2018-07-20,fun,Florida,0,0,1
3,2018-07-19,Same old same old,Florida,1,0,0
4,2018-07-19,great family vacation spot,Florida,0,0,1
4,2018-07-19,Good time for the most part,Florida,0,0,1
5,2018-07-19,Great fun ride!,Florida,0,0,1
5,2018-07-19,Loved It!,Florida,0,0,1
5,2018-07-19,Love!,Florida,0,0,1
4,2018-07-19,Good one day park to park pass,Florida,0,0,1
5,2018-07-19,Wonderful place with professional working,Florida,0,0,1
4,2018-07-19,Excellent,Florida,0,0,1
5,2018-07-18,Loved it,Florida,0,0,1
5,2018-07-18,Best of all the parks in Florida!!,Florida,0,0,1
5,2018-07-18,What’s not to love?,Florida,0,0,1
5,2018-07-18,Great place to spend the day,Florida,0,0,1
5,2018-07-18,Top Notch Customer Service Experience!,Florida,0,0,1
4,2018-07-18,Fun in the park,Florida,0,0,1
5,2018-07-18,One should visit once with family for the best theme park experience,Florida,0,0,1
5,2018-07-18,My Happy Place / UOAP,Florida,0,0,1
5,2018-07-18,Super Fun as always!,Florida,0,0,1
5,2018-07-18,UNIVERSAL STUDIO's & ISLANDS OF ADVENTURE,Florida,0,0,1
5,2018-07-18,service at Safire Falls Reesort,Florida,0,0,1
5,2018-07-18,FAMILY VACATION TO REMEMBER,Florida,0,0,1
4,2018-07-18,Better experience than expected,Florida,0,0,1
5,2018-07-17,Excellent Park,Florida,0,0,1
2,2018-07-17,Very disappointed in the services through booking. Canadians Beware!!,Florida,0,1,0
2,2018-07-17,Utter disappointing money pit,Florida,0,0,1
3,2018-07-17,Rude staff,Florida,0,0,1
5,2018-07-17,Family Vacation,Florida,0,0,1
5,2018-07-17,Great day out,Florida,0,0,1
4,2018-07-17,"Some old stuff, some new stuff",Florida,0,0,1
5,2018-07-17,Amazing time!!,Florida,0,0,1
3,2018-07-17,Enjoyable but declining standards?,Florida,0,0,1
5,2018-07-17,Lots of laughs!,Florida,0,0,1
2,2018-07-17,Could it be more overpriced?,Florida,0,0,1
4,2018-07-17,Kids of all ages,Florida,0,0,1
3,2018-07-17,Universal Studios needs updating,Florida,0,0,1
2,2018-07-17,"Queues,queues,queues!",Florida,0,0,1
3,2018-07-17,Not worth the price...,Florida,0,0,1
4,2018-07-17,Amazing memories,Florida,0,0,1
4,2018-07-17,"Amazing for Family, cheaper if you know an employee",Florida,0,0,1
4,2018-07-16,"Great Fun, but be Prepared to Spend $$$",Florida,0,0,1
1,2018-07-16,Fast a Furious ride a failure,Florida,0,0,1
5,2018-07-16,GREAT FOR FAMILY,Florida,0,0,1
5,2018-07-16,Best place on earth!,Florida,0,0,1
5,2018-07-16,Family Vacation!,Florida,0,0,1
5,2018-07-16,Rides,Florida,0,0,1
5,2018-07-16,Yearly fix,Florida,0,0,1
5,2018-07-16,Fun for adult kids,Florida,0,0,1
4,2018-07-15,Great Time - FastPass a MUST,Florida,0,0,1
4,2018-07-15,Good with the fast pass,Florida,1,0,0
4,2018-07-15,Loved it but prices were ridiculous,Florida,0,0,1
5,2018-07-15,Love!!,Florida,0,0,1
5,2018-07-15,Love,Florida,0,0,1
5,2018-07-15,Happy place,Florida,0,0,1
5,2018-07-15,Florida theme park,Florida,0,0,1
3,2018-07-14,"Loved the Wizarding World of Harry Potter, that's about it though",Florida,0,0,1
4,2018-07-14,Fun park!,Florida,0,0,1
5,2018-07-14,Extremely good park but also pricey,Florida,0,0,1
5,2018-07-14,Universal,Florida,0,0,1
5,2018-07-14,Amazing Rides; Food prices unfair to blue collar families,Florida,0,0,1
2,2018-07-14,Disabled and Disappointed,Florida,0,0,1
5,2018-07-14,Great Time!,Florida,0,0,1
4,2018-07-14,Wish they kept some of the classic rides,Florida,1,0,0
5,2018-07-14,Universal Orlando never disappoints,Florida,0,0,1
5,2018-07-14,Amazing,Florida,0,0,1
5,2018-07-14,Cinematic celebration fountain show,Florida,0,0,1
5,2018-07-14,So much fun!,Florida,0,0,1
5,2018-07-13,Family vacation,Florida,0,0,1
4,2018-07-13,Family/friends holiday,Florida,0,0,1
4,2018-07-13,Love Universal parks in Orlando,Florida,0,0,1
2,2018-07-13,What a disappointing disaster - NEVER AGAIN,Florida,1,0,0
3,2018-07-13,Universal was fun but not for the price,Florida,0,1,0
5,2018-07-13,Soooo MUCH FUN!!!,Florida,0,0,1
2,2018-07-13,"Great rides, dreadful storylines, awful parade, appalling food.",Florida,0,1,0
5,2018-07-13,Great family vacation with teenagers,Florida,0,0,1
4,2018-07-13,one of my favourite parks,Florida,0,0,1
4,2018-07-13,Thanksgiving Family Vacation,Florida,0,0,1
5,2018-07-13,Amazing,Florida,0,0,1
5,2018-07-12,So much fun you'll Have to come back!!,Florida,0,0,1
5,2018-07-12,Family Fun!,Florida,0,0,1
5,2018-07-12,New improvements by the day,Florida,0,0,1
5,2018-07-12,Love it,Florida,0,0,1
4,2018-07-12,"Great day, even in extreme heat",Florida,0,0,1
3,2018-07-12,Treat You Like A 2nd Class Citizen,Florida,0,0,1
3,2018-07-12,Good,Florida,0,0,1
5,2018-07-12,My Favourite Park!!!,Florida,0,0,1
5,2018-07-11,I'm a native before Walt Disney,Florida,0,0,1
2,2018-07-11,Transformers stunk...literally,Florida,0,0,1
5,2018-07-11,Amazing visit,Florida,0,0,1
5,2018-07-11,"on-site benefits great, but...",Florida,0,0,1
5,2018-07-11,Excellent time,Florida,0,0,1
1,2018-07-11,LOOKED FFORWARD TO A NICE DAY OUT,Florida,0,0,1
1,2018-07-11,Fast and Furious @ Universal Studios Florida,Florida,0,0,1
4,2018-07-11,Fun Exciting Theme Park,Florida,0,0,1
4,2018-07-10,Two Days Was Plenty of Time to Enjoy Harry Potter's World and Universal Studios,Florida,0,1,0
4,2018-07-10,"Awesome time, super crowded, avoid summer if you can!",Florida,0,0,1
5,2018-07-10,Super Star Shuttle made my trip! Oct 2017,Florida,0,0,1
5,2018-07-10,Be ready for fun,Florida,1,0,0
5,2018-07-10,Our favorite park!,Florida,0,0,1
3,2018-07-10,Good but just waited far far far too long,Florida,0,0,1
5,2018-07-10,Not just your average amusement park!,Florida,0,0,1
3,2018-07-10,Universal has lots to offer but long queues for attractions and capacity issues at Volcano Bay disappointing,Florida,0,0,1
5,2018-07-10,Can't wait to return!,Florida,0,0,1
4,2018-07-10,Park review,Florida,0,0,1
4,2018-07-10,Off Season Visit,Florida,0,0,1
5,2018-07-10,Big kids are in the park,Florida,0,0,1
5,2018-07-10,Wonderful family time!!!,Florida,0,0,1
5,2018-07-10,Surprise stop on way home!,Florida,0,0,1
4,2018-07-10,Great place to have fun,Florida,0,0,1
5,2018-07-09,Best experience,Florida,0,0,1
4,2018-07-09,Universal Studios Floriday,Florida,0,0,1
5,2018-07-09,Great experience with my 14 year old!,Florida,0,0,1
5,2018-07-09,Spending your money on a Fast Pass,Florida,0,0,1
5,2018-07-09,Fun!,Florida,0,0,1
4,2018-07-09,Much fun,Florida,0,0,1
5,2018-07-09,Best Day Out!,Florida,0,0,1
5,2018-07-09,Still fun after all these years,Florida,0,0,1
4,2018-07-09,Harry Potter Diagon Alley merch-heavy but still impressive,Florida,0,0,1
5,2018-07-09,Best parks!!!!,Florida,0,0,1
2,2018-07-09,What a disaster! This review is only the beginning of it!!!,Florida,1,0,0
5,2018-07-09,Universal,Florida,0,0,1
1,2018-07-09,Not worth the the lobg lines,Florida,0,0,1
5,2018-07-09,Fun fun fun,Florida,0,0,1
4,2018-07-09,Lots of great rides and entertainment all day.,Florida,0,1,0
5,2018-07-09,My favorite resort!,Florida,0,0,1
1,2018-07-09,Fast and furious,Florida,0,0,1
4,2018-07-09,Better than Disney but getting expensive as well,Florida,0,1,0
5,2018-07-09,universal park,Florida,0,0,1
5,2018-07-09,Great park,Florida,0,0,1
5,2018-07-09,AAU National Volleyball and Disney Universal Studios,Florida,0,0,1
5,2018-07-09,Fantistic,Florida,0,0,1
5,2018-07-09,Fun trip,Florida,0,0,1
5,2018-07-09,Fun for the family,Florida,0,0,1
3,2018-07-09,OK - Not for the Younger Kids,Florida,1,0,0
5,2018-07-09,Lose yourself at Universal studios,Florida,0,0,1
5,2018-07-09,Best park in orlando,Florida,0,0,1
5,2018-07-09,First time here - WOW!,Florida,0,0,1
3,2018-07-09,Great family fun minus the disney magic... A bit on the expensive side.,Florida,0,0,1
4,2018-07-09,Loved the Harry Potter stuff,Florida,0,0,1
5,2018-07-09,Fantastic Fun,Florida,0,0,1
5,2018-07-09,Fun all around,Florida,0,0,1
5,2018-07-09,Great rides..very clean..,Florida,0,0,1
4,2018-07-09,Universal Studios,Florida,0,0,1
5,2018-07-09,Another WOW visit!!!!,Florida,0,0,1
5,2018-07-09,Day trip with 19 and almost 16 year old kids while vacationing in Orlando,Florida,0,0,1
3,2018-07-09,over rated,Florida,0,1,0
1,2018-07-09,Universal Fast and Furious Ride,Florida,1,0,0
5,2018-07-09,Love going to this park,Florida,0,0,1
5,2018-07-09,3 generations. Rained almost every day. All had fun,Florida,0,1,0
5,2018-07-09,Still a Great Place to Visit,Florida,0,0,1
5,2018-07-09,AMAZING!,Florida,0,0,1
5,2018-07-09,Annual pass holders and we love it,Florida,0,0,1
5,2018-07-08,Amazing Vacation,Florida,0,0,1
5,2018-07-08,The VIP Special!,Florida,0,0,1
5,2018-07-08,Just Brilliant,Florida,0,0,1
4,2018-07-08,One of my favorite rides,Florida,0,0,1
5,2018-07-08,Always a favorite,Florida,0,0,1
3,2018-07-08,Lots of good memories made!,Florida,0,0,1
4,2018-07-08,Motion sickness,Florida,0,0,1
5,2018-07-08,2016,Florida,0,0,1
5,2018-07-07,Amazing place!,Florida,0,0,1
4,2018-07-07,Great park!,Florida,0,0,1
4,2018-07-07,So much fun!,Florida,0,0,1
4,2018-07-07,Amazing Trip with my Boy,Florida,0,0,1
4,2018-07-07,"Harry Potter Was Fun, Services Need Improvement",Florida,0,0,1
5,2018-07-07,Great experience,Florida,0,0,1
5,2018-07-07,Great park and rides!,Florida,0,0,1
3,2018-07-07,Too many poeple and less fun for the buck!,Florida,1,0,0
5,2018-07-06,2 Park Hopper,Florida,0,0,1
5,2018-07-06,Huge Improvements!!,Florida,0,0,1
4,2018-07-06,Great fun,Florida,0,1,0
5,2018-07-06,Awesome!!!,Florida,0,0,1
5,2018-07-06,A few suggestions to make this wonderful place... wonderfuller,Florida,0,0,1
5,2018-07-06,Lots of Fun!!,Florida,0,1,0
4,2018-07-06,Don't let overcast skies stop you!,Florida,0,0,1
5,2018-07-06,Fun Day,Florida,0,1,0
5,2018-07-06,It's universal studios,Florida,0,0,1
4,2018-07-06,Fun Three Days,Florida,0,0,1
5,2018-07-06,Brilliant park,Florida,0,0,1
5,2018-07-06,Awesome time,Florida,0,0,1
5,2018-07-06,Great Park,Florida,0,0,1
1,2018-07-05,Family visit to universal,Florida,0,1,0
1,2018-07-05,Einfach nur frustrierend,Florida,1,0,0
4,2018-07-05,Family Fun!,Florida,0,0,1
3,2018-07-05,Fun park...but the lines!,Florida,0,0,1
5,2018-07-05,"Fun, Fun, Fun",Florida,0,0,1
5,2018-07-05,Amazing experience!,Florida,0,0,1
5,2018-07-05,Great day out in the sun,Florida,0,0,1
4,2018-07-05,Fun time for the family. Lots to do,Florida,0,0,1
5,2018-07-05,Super Fun!,Florida,0,1,0
5,2018-07-05,Jimmy Fallon Race through New York is a WINNER!,Florida,0,0,1
5,2018-07-05,Universal Studios super exciting and so much to do,Florida,0,0,1
3,2018-07-04,A Mixed Review,Florida,0,0,1
3,2018-07-04,One good ride get the fast passes,Florida,0,1,0
5,2018-07-04,July 2018 visit.,Florida,0,0,1
5,2018-07-04,Vacation,Florida,0,0,1
3,2018-07-04,"Great Park, but some workers really let it down.",Florida,0,0,1
5,2018-07-04,Grandkids vacation 2018,Florida,0,0,1
4,2018-07-04,Lots of fun...WITH the Express Pass...,Florida,0,0,1
4,2018-07-04,Just three pieces of advice,Florida,0,0,1
1,2018-07-03,I Wan My Money Back!!!,Florida,1,0,0
5,2018-07-03,Awesome place!,Florida,0,1,0
5,2018-07-03,Such a blast!,Florida,0,0,1
3,2018-07-03,Good but you have to wait a lot.,Florida,0,0,1
5,2018-07-03,Still Up There,Florida,0,0,1
5,2018-07-03,Mrs,Florida,0,0,1
4,2018-07-03,"3D ride, not new but still thrills",Florida,0,1,0
4,2018-07-03,Cisco Live event,Florida,0,0,1
5,2018-07-03,Hot weather does not take away the great experience,Florida,0,0,1
5,2018-07-03,Hot but fun,Florida,0,0,1
2,2018-07-03,Experience was ruined by rude staff,Florida,1,0,0
3,2018-07-03,Huge and packed,Florida,0,0,1
5,2018-07-03,Tons of fun!,Florida,0,0,1
5,2018-07-03,the coolest place to visit,Florida,0,0,1
4,2018-07-03,Lovely Ride,Florida,0,0,1
5,2018-07-03,Fantastic,Florida,0,1,0
5,2018-07-03,Loved It,Florida,0,0,1
5,2018-07-02,Family holiday,Florida,0,0,1
4,2018-07-02,Favorite Park,Florida,0,0,1
3,2018-07-02,Over priced insanity,Florida,0,0,1
4,2018-07-02,Get the Express Pass,Florida,0,0,1
5,2018-07-02,One of our best vacations EVER!,Florida,0,0,1
5,2018-07-02,Had a fun time,Florida,0,1,0
4,2018-07-02,Universal versus Disney,Florida,0,0,1
5,2018-07-02,First timer,Florida,0,0,1
5,2018-07-02,Lots to do!,Florida,0,0,1
5,2018-07-02,A great day out or two or three....,Florida,0,0,1
5,2018-07-02,Loved.,Florida,0,0,1
5,2018-07-02,Universal!,Florida,0,0,1
4,2018-07-02,Vscation,Florida,0,0,1
5,2018-07-02,Brilliant Park,Florida,0,0,1
5,2018-07-02,YES! Come here!,Florida,0,0,1
5,2018-07-02,Parade was fab,Florida,0,0,1
5,2018-07-01,Great Experience!,Florida,0,0,1
4,2018-07-01,Returned as an adult,Florida,0,0,1
5,2018-07-01,VIP Experience - Worth the money!,Florida,0,0,1
5,2018-07-01,Harry Potter Is Great and other fun rides,Florida,0,0,1
5,2018-07-01,Family fun day,Florida,0,0,1
5,2018-07-01,Go on a rainy day!,Florida,0,0,1
3,2018-07-01,Be aware of early entry! It isn't posted at the park!,Florida,1,0,0
4,2018-07-01,Universal Studios 4 Day Stay,Florida,0,0,1
5,2018-07-01,What a Blast!,Florida,0,0,1
5,2018-07-01,Waiting in heat EASIER than at Disney,Florida,0,0,1
5,2018-07-01,Orlando Holiday,Florida,0,0,1
3,2018-07-01,Could have had more fun than I did,Florida,0,0,1
4,2018-07-01,Fun but Pricey,Florida,0,0,1
4,2018-06-30,A little pricey for what you get.,Florida,0,0,1
5,2018-06-30,"Full of minions, shrek and the mummy.",Florida,0,0,1
5,2018-06-30,"My 5,7,9 years olds liked it better than Disney!",Florida,0,1,0
4,2018-06-30,2 Park - 1 day pass with an express pass,Florida,0,0,1
2,2018-06-30,For Kids and the Young,Florida,1,0,0
3,2018-06-30,"Express pass- fun for 10 percent of the crowd, miserable for everyone else",Florida,0,0,1
1,2018-06-30,Universal needs improvement,Florida,0,1,0
1,2018-06-30,Absolutely Awful,Florida,0,1,0
5,2018-06-30,ABSOLUTELY AMAZING!!!!,Florida,0,0,1
5,2018-06-30,Simulation City!,Florida,0,0,1
5,2018-06-29,Good,Florida,0,0,1
5,2018-06-29,The rides were great,Florida,0,0,1
3,2018-06-29,Lots of motion rides,Florida,0,0,1
4,2018-06-29,Changes Since Last Visit,Florida,0,1,0
5,2018-06-29,Trip of a lifetime!,Florida,0,0,1
5,2018-06-28,A contender to beat Disney,Florida,0,0,1
1,2018-06-28,Nothing But A Bait and Switch!!,Florida,0,0,1
5,2018-06-28,Louis at the City Walk Concierge Kiosk Made Our Trip!!,Florida,0,0,1
5,2018-06-28,Great,Florida,0,0,1
5,2018-06-28,Love love love,Florida,0,0,1
5,2018-06-28,Exhausting fun,Florida,0,0,1
4,2018-06-28,Fun Football and Steampunk,Florida,0,0,1
4,2018-06-28,Different kind of amusement park,Florida,0,0,1
5,2018-06-28,Must visit,Florida,0,0,1
5,2018-06-28,BEST TIME OF MY LIFE,Florida,0,0,1
5,2018-06-28,Be prepared to stay all day,Florida,0,0,1
3,2018-06-28,Overrated,Florida,0,0,1
5,2018-06-27,The family vacation,Florida,0,0,1
4,2018-06-27,Good fun,Florida,0,0,1
5,2018-06-27,Fantastic,Florida,0,1,0
5,2018-06-27,Amazing and magical are just two of the words of which I would describe this incredible place.,Florida,0,0,1
5,2018-06-27,We love Universal Studios!,Florida,0,0,1
5,2018-06-27,"Jam-Packed with Fun, Family, and New Experiences",Florida,0,0,1
3,2018-06-27,You must have Expresss Pass! Bring motion sickness meds!,Florida,1,0,0
5,2018-06-27,Full day of madness,Florida,0,0,1
5,2018-06-27,"Very Nice for the kids, Magical! I would recommend again not in June, too hot. September would be better.",Florida,0,0,1
4,2018-06-27,More Simulated rides and virtual experiences !!,Florida,0,0,1
5,2018-06-27,Universal is amazing,Florida,0,0,1
4,2018-06-26,Visit to Harry Potter,Florida,0,1,0
4,2018-06-26,Quick visit to great place.,Florida,0,0,1
5,2018-06-26,Fun for everyone!,Florida,0,0,1
5,2018-06-26,Loads of Fun!,Florida,0,0,1
5,2018-06-26,fun atmosphere; lots to see!,Florida,0,0,1
4,2018-06-26,Fun for family's!,Florida,0,0,1
4,2018-06-26,Family Fun,Florida,0,0,1
5,2018-06-26,Magical,Florida,0,0,1
5,2018-06-26,Loved it!,Florida,0,0,1
5,2018-06-26,Hanging with my PEEPS,Florida,0,0,1
5,2018-06-25,Best Park - Virtual Reality at its Best,Florida,0,0,1
2,2018-06-25,This company only cares about money.,Florida,0,0,1
4,2018-06-25,Universal City Walk,Florida,0,0,1
5,2018-06-25,Wizarding World of Harry Potter is the Absolute Highlight,Florida,0,0,1
5,2018-06-25,Great time,Florida,0,0,1
5,2018-06-25,Great place for all ages,Florida,0,0,1
5,2018-06-25,Half of and incredible day,Florida,0,0,1
4,2018-06-25,Amazing - Something for Everyone,Florida,0,0,1
5,2018-06-25,Pleasantly surprised,Florida,0,0,1
5,2018-06-25,Family vacation,Florida,0,0,1
5,2018-06-25,Family Vacation,Florida,0,0,1
5,2018-06-25,Great Family Trip,Florida,0,0,1
5,2018-06-25,Universal Studios,Florida,0,0,1
